code_module,code_presentation,id_student,dataplus,dualpane,externalquiz,forumng,glossary,homepage,htmlactivity,oucollaborate,oucontent,ouelluminate,ouwiki,page,questionnaire,quiz,repeatactivity,resource,sharedsubpage,subpage,url,target
AAA,2013J,135335,0,0,0,0,0,19,0,0,33,0,0,0,0,0,0,0,0,3,0,0
AAA,2013J,135400,0,0,0,21,0,60,0,0,149,0,0,0,0,0,0,3,0,40,11,0
AAA,2013J,137873,1,0,0,1283,0,353,0,0,534,0,0,0,0,0,0,5,0,64,18,1
AAA,2013J,141355,0,0,0,368,0,101,0,0,245,0,0,0,0,0,0,4,0,37,10,1
AAA,2013J,141377,1,0,0,25,2,30,0,0,48,0,0,0,0,0,0,4,0,24,0,0
AAA,2013J,142326,0,0,0,127,0,144,0,0,263,0,0,0,0,0,0,3,0,69,36,1
AAA,2013J,144801,2,0,0,828,1,315,0,2,653,0,0,0,0,0,0,35,0,119,36,1
AAA,2013J,145130,0,0,0,36,0,55,0,0,138,0,0,0,0,0,0,2,0,6,0,1
AAA,2013J,146188,0,0,0,43,0,53,0,2,87,0,0,0,0,0,0,3,0,25,4,0
AAA,2013J,147756,0,0,0,73,0,104,0,0,145,0,0,0,0,0,0,6,0,23,5,0
AAA,2013J,147793,0,0,0,52,0,31,0,0,35,0,0,0,0,0,0,1,0,17,0,0
AAA,2013J,148993,0,0,0,557,1,217,0,0,211,0,0,0,0,0,0,1,0,18,6,0
AAA,2013J,151358,0,0,0,0,0,6,0,0,24,0,0,0,0,0,0,0,0,10,0,1
AAA,2013J,155550,0,0,0,38,0,123,0,0,217,0,0,0,0,0,0,4,0,75,35,1
AAA,2013J,155854,4,0,0,328,0,323,0,2,655,0,0,0,0,0,0,0,0,9,4,1
AAA,2013J,155984,1,0,0,133,0,109,0,2,184,0,0,0,0,0,0,10,0,54,27,0
AAA,2013J,157568,0,0,0,17,0,119,0,1,308,0,0,0,0,0,0,2,0,51,37,1
AAA,2013J,159954,0,0,0,132,1,169,0,2,360,0,0,0,0,0,0,1,0,56,34,0
AAA,2013J,164259,0,0,0,4,0,24,0,0,61,0,0,0,0,0,0,0,0,17,10,1
AAA,2013J,167906,0,0,0,164,0,163,0,0,158,0,0,0,0,0,0,0,0,36,26,1
AAA,2013J,168936,0,0,0,120,0,68,0,0,131,0,0,0,0,0,0,2,0,18,7,1
AAA,2013J,172112,0,0,0,55,1,80,0,0,215,0,0,0,0,0,0,7,0,66,33,1
AAA,2013J,172797,0,0,0,8,0,51,0,0,78,0,0,0,0,0,0,0,0,20,6,1
AAA,2013J,174782,3,0,0,1080,0,477,0,3,599,0,0,0,0,0,0,3,0,110,65,1
AAA,2013J,175392,2,0,0,819,0,364,0,0,479,0,0,0,0,0,0,20,0,64,49,1
AAA,2013J,175932,0,0,0,145,0,192,0,0,773,0,0,0,0,0,0,0,0,58,15,1
AAA,2013J,175991,0,0,0,8,0,22,0,0,53,0,0,0,0,0,0,0,0,16,0,0
AAA,2013J,180753,0,0,0,336,0,145,0,0,283,0,0,0,0,0,0,0,0,61,29,1
AAA,2013J,181316,0,0,0,140,0,41,0,0,189,0,0,0,0,0,0,2,0,18,3,0
AAA,2013J,183096,0,0,0,127,0,147,0,0,428,0,0,0,0,0,0,1,0,52,27,1
AAA,2013J,183947,0,0,0,93,0,68,0,0,161,0,0,0,0,0,0,9,0,25,2,1
AAA,2013J,184271,7,0,0,99,0,149,0,1,350,0,0,0,0,0,0,0,0,15,6,1
AAA,2013J,185439,0,0,0,32,1,56,0,4,197,0,0,0,0,0,0,6,0,25,1,0
AAA,2013J,186149,2,0,0,189,0,149,0,11,455,0,0,0,0,0,0,1,0,37,25,1
AAA,2013J,187100,0,0,0,1342,0,768,0,0,785,0,0,0,0,0,0,1,0,233,136,1
AAA,2013J,188278,0,0,0,324,0,346,0,3,488,0,0,0,0,0,0,4,0,127,62,0
AAA,2013J,189879,6,0,0,204,0,169,0,1,236,0,0,0,0,0,0,1,0,63,36,1
AAA,2013J,192183,0,0,0,103,0,267,0,0,525,0,0,0,0,0,0,1,0,86,63,1
AAA,2013J,195262,0,0,0,134,0,119,0,0,457,0,0,0,0,0,0,7,0,35,22,0
AAA,2013J,200860,0,0,0,82,0,99,0,0,60,0,0,0,0,0,0,4,0,40,2,1
AAA,2013J,202635,0,0,0,375,0,181,0,8,263,0,0,0,0,0,0,5,0,28,6,0
AAA,2013J,205350,0,0,0,259,0,153,0,3,256,0,0,0,0,0,0,2,0,51,19,1
AAA,2013J,205719,0,0,0,9,0,46,0,0,175,0,0,0,0,0,0,2,0,21,7,0
AAA,2013J,227499,2,0,0,587,0,223,0,0,263,0,0,0,0,0,0,1,0,33,55,1
AAA,2013J,227517,0,0,0,191,0,114,0,1,363,0,0,0,0,0,0,1,0,61,8,0
AAA,2013J,228082,0,0,0,25,0,19,0,0,31,0,0,0,0,0,0,0,0,20,0,1
AAA,2013J,228222,0,0,0,28,0,70,0,0,81,0,0,0,0,0,0,2,0,27,15,1
AAA,2013J,229179,0,0,0,36,0,67,0,0,158,0,0,0,0,0,0,3,0,30,6,1
AAA,2013J,229361,0,0,0,3,0,92,0,0,246,0,0,0,0,0,0,1,0,34,19,1
AAA,2013J,231554,1,0,0,171,0,147,0,0,511,0,0,0,0,0,0,2,0,36,3,1
AAA,2013J,235507,0,0,0,5,0,23,0,0,96,0,0,0,0,0,0,1,0,11,2,0
AAA,2013J,236284,0,0,0,3,0,33,0,0,126,0,0,0,0,0,0,3,0,27,4,1
AAA,2013J,238007,0,0,0,60,0,124,0,0,357,0,0,0,0,0,0,1,0,30,17,1
AAA,2013J,240712,0,0,0,5,0,20,0,0,59,0,0,0,0,0,0,2,0,13,2,1
AAA,2013J,240884,0,0,0,28,0,40,0,0,100,0,0,0,0,0,0,3,0,47,4,1
AAA,2013J,241649,0,0,0,50,0,148,0,0,522,0,0,0,0,0,0,1,0,38,22,1
AAA,2013J,241729,0,0,0,56,0,132,0,0,270,0,0,0,0,0,0,4,0,36,14,0
AAA,2013J,242793,0,0,0,0,0,34,0,0,123,0,0,0,0,0,0,8,0,22,0,1
AAA,2013J,246834,0,0,0,95,0,73,0,0,184,0,0,0,0,0,0,1,0,46,11,1
AAA,2013J,248270,0,0,0,168,0,415,0,3,251,0,0,0,0,0,0,3,0,37,24,1
AAA,2013J,255548,0,0,0,388,2,292,0,0,475,0,0,0,0,0,0,2,0,95,61,1
AAA,2013J,256815,0,0,0,9,0,119,0,0,191,0,0,0,0,0,0,3,0,49,9,1
AAA,2013J,258392,0,0,0,53,0,42,0,1,112,0,0,0,0,0,0,3,0,38,16,1
AAA,2013J,258894,0,0,0,484,0,341,0,0,517,0,0,0,0,0,0,5,0,57,0,1
AAA,2013J,260355,0,0,0,24,0,71,0,0,123,0,0,0,0,0,0,1,0,7,2,0
AAA,2013J,262011,0,0,0,80,2,76,0,1,196,0,0,0,0,0,0,4,0,66,19,1
AAA,2013J,262934,0,0,0,298,0,294,0,0,446,0,0,0,0,0,0,6,0,102,35,1
AAA,2013J,268073,0,0,0,577,0,257,0,0,399,0,0,0,0,0,0,5,0,84,47,0
AAA,2013J,268733,0,0,0,7,0,19,0,0,101,0,0,0,0,0,0,0,0,11,2,0
AAA,2013J,271251,0,0,0,61,0,312,0,0,724,0,0,0,0,0,0,1,0,178,151,1
AAA,2013J,277880,0,0,0,372,4,273,0,1,589,0,0,0,0,0,0,4,0,95,0,0
AAA,2013J,279572,0,0,0,32,0,58,0,0,228,0,0,0,0,0,0,2,0,39,1,1
AAA,2013J,281022,0,0,0,6,0,38,0,0,159,0,0,0,0,0,0,1,0,22,3,1
AAA,2013J,281250,0,0,0,11,0,15,0,0,14,0,0,0,0,0,0,1,0,8,0,0
AAA,2013J,281589,0,0,0,13,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0
AAA,2013J,282821,0,0,0,167,0,177,0,0,569,0,0,0,0,0,0,0,0,88,25,1
AAA,2013J,286488,0,0,0,14,0,47,0,0,297,0,0,0,0,0,0,1,0,30,15,1
AAA,2013J,287548,0,0,0,10,0,45,0,1,191,0,0,0,0,0,0,1,0,8,2,1
AAA,2013J,290201,0,0,0,40,0,181,0,1,535,0,0,0,0,0,0,2,0,128,56,1
AAA,2013J,290757,0,0,0,55,0,35,0,0,67,0,0,0,0,0,0,1,0,23,3,1
AAA,2013J,291334,3,0,0,1094,6,327,0,0,586,0,0,0,0,0,0,2,0,91,53,1
AAA,2013J,293699,0,0,0,3,0,13,0,0,9,0,0,0,0,0,0,0,0,2,0,1
AAA,2013J,294570,0,0,0,166,0,173,0,1,369,0,0,0,0,0,0,8,0,25,3,1
AAA,2013J,294594,0,0,0,5,0,85,0,0,267,0,0,0,0,0,0,1,0,22,9,1
AAA,2013J,295741,0,0,0,90,0,134,0,0,175,0,0,0,0,0,0,12,0,54,11,0
AAA,2013J,296332,6,0,0,131,0,133,0,3,619,0,0,0,0,0,0,0,0,8,3,1
AAA,2013J,298696,0,0,0,17,0,63,0,0,142,0,0,0,0,0,0,0,0,29,11,1
AAA,2013J,300398,0,0,0,196,0,129,0,0,193,0,0,0,0,0,0,0,0,75,22,1
AAA,2013J,302302,0,0,0,78,0,64,0,0,139,0,0,0,0,0,0,5,0,46,0,0
AAA,2013J,305152,0,0,0,31,0,32,0,0,45,0,0,0,0,0,0,1,0,9,0,0
AAA,2013J,305386,2,0,0,13,0,112,0,0,414,0,0,0,0,0,0,0,0,12,2,1
AAA,2013J,306107,0,0,0,14,0,129,0,0,252,0,0,0,0,0,0,8,0,63,26,1
AAA,2013J,306466,6,0,0,88,1,85,0,1,257,0,0,0,0,0,0,1,0,8,3,1
AAA,2013J,306897,0,0,0,969,0,410,0,0,115,0,0,0,0,0,0,2,0,31,2,1
AAA,2013J,307061,0,0,0,62,0,92,0,0,121,0,0,0,0,0,0,3,0,38,32,1
AAA,2013J,307866,0,0,0,150,0,158,0,1,389,0,0,0,0,0,0,0,0,68,16,1
AAA,2013J,311917,3,0,0,65,0,205,0,0,533,0,0,0,0,0,0,6,0,106,68,1
AAA,2013J,312537,1,0,0,2698,0,2234,0,3,1016,0,0,0,0,0,0,10,0,108,60,1
AAA,2013J,312782,0,0,0,33,0,66,0,0,26,0,0,0,0,0,0,3,0,12,1,1
AAA,2013J,318933,0,0,0,103,0,228,0,0,199,0,0,0,0,0,0,4,0,41,5,1
AAA,2013J,319047,0,0,0,830,0,217,0,1,377,0,0,0,0,0,0,19,0,72,32,1
AAA,2013J,321942,1,0,0,2484,0,740,0,2,775,0,0,0,0,0,0,2,0,140,102,1
AAA,2013J,324002,0,0,0,115,0,143,0,0,423,0,0,0,0,0,0,3,0,87,47,1
AAA,2013J,324084,6,0,0,113,0,178,0,0,334,0,0,0,0,0,0,0,0,11,0,1
AAA,2013J,324282,0,0,0,15,0,20,0,0,8,0,0,0,0,0,0,0,0,2,0,1
AAA,2013J,331358,6,0,0,775,0,294,0,2,715,0,0,0,0,0,0,47,0,41,8,0
AAA,2013J,332789,3,0,0,234,0,77,0,2,181,0,0,0,0,0,0,2,0,16,5,1
AAA,2013J,333059,0,0,0,5,0,17,0,0,38,0,0,0,0,0,0,0,0,14,1,1
AAA,2013J,333323,0,0,0,31,0,48,0,0,123,0,0,0,0,0,0,2,0,23,6,1
AAA,2013J,334259,0,0,0,53,0,43,0,0,94,0,0,0,0,0,0,2,0,21,1,0
AAA,2013J,334333,0,0,0,34,0,60,0,0,56,0,0,0,0,0,0,7,0,12,4,0
AAA,2013J,335764,0,0,0,794,0,372,0,0,256,0,0,0,0,0,0,1,0,54,39,0
AAA,2013J,336207,3,0,0,119,0,139,0,0,443,0,0,0,0,0,0,1,0,55,4,1
AAA,2013J,339972,0,0,0,1,0,32,0,0,44,0,0,0,0,0,0,3,0,24,7,1
AAA,2013J,341872,0,0,0,3,0,23,0,0,10,0,0,0,0,0,0,2,0,10,0,0
AAA,2013J,342007,0,0,0,103,0,213,0,0,366,0,0,0,0,0,0,11,0,83,39,0
AAA,2013J,342514,0,0,0,116,0,120,0,0,344,0,0,0,0,0,0,0,0,62,43,1
AAA,2013J,342972,0,0,0,95,0,102,0,1,107,0,0,0,0,0,0,3,0,28,11,1
AAA,2013J,343446,3,0,0,667,0,373,0,0,738,0,0,0,0,0,0,8,0,66,14,1
AAA,2013J,344282,0,0,0,0,0,10,0,0,17,0,0,0,0,0,0,0,0,11,0,0
AAA,2013J,345068,0,0,0,5,0,25,0,0,122,0,0,0,0,0,0,3,0,22,2,1
AAA,2013J,345357,0,0,0,95,0,155,0,0,462,0,0,0,0,0,0,2,0,64,37,1
AAA,2013J,346025,0,0,0,45,0,101,0,0,81,0,0,0,0,0,0,3,0,40,2,1
AAA,2013J,346843,0,0,0,5,0,28,0,0,113,0,0,0,0,0,0,0,0,15,3,0
AAA,2013J,350188,1,0,0,36,0,62,0,0,127,0,0,0,0,0,0,11,0,51,4,1
AAA,2013J,354858,0,0,0,4,0,9,0,0,39,0,0,0,0,0,0,0,0,2,0,0
AAA,2013J,357668,0,0,0,3,0,32,0,0,32,0,0,0,0,0,0,4,0,16,2,0
AAA,2013J,364177,0,0,0,0,0,66,0,0,248,0,0,0,0,0,0,0,0,15,14,0
AAA,2013J,365244,0,0,0,109,0,54,0,0,194,0,0,0,0,0,0,0,0,24,14,1
AAA,2013J,365642,5,0,0,162,0,285,0,0,329,0,0,0,0,0,0,2,0,37,13,1
AAA,2013J,366483,0,0,0,3,0,155,0,0,333,0,0,0,0,0,0,0,0,43,26,1
AAA,2013J,368194,0,0,0,39,0,27,0,0,39,0,0,0,0,0,0,3,0,12,4,1
AAA,2013J,368824,0,0,0,2,0,13,0,0,22,0,0,0,0,0,0,0,0,10,8,0
AAA,2013J,368963,0,0,0,23,0,74,0,0,294,0,0,0,0,0,0,2,0,49,11,1
AAA,2013J,376439,0,0,0,405,0,230,0,0,125,0,0,0,0,0,0,0,0,28,9,1
AAA,2013J,376581,0,0,0,65,0,179,0,0,477,0,0,0,0,0,0,0,0,69,41,1
AAA,2013J,380953,0,0,0,1,0,105,0,1,339,0,0,0,0,0,0,0,0,20,2,1
AAA,2013J,383254,0,0,0,19,0,76,0,0,97,0,0,0,0,0,0,2,0,58,21,1
AAA,2013J,386924,0,0,0,2,0,32,0,0,22,0,0,0,0,0,0,1,0,11,1,1
AAA,2013J,386952,0,0,0,26,0,135,0,0,201,0,0,0,0,0,0,4,0,31,3,1
AAA,2013J,388722,0,0,0,157,0,64,0,0,80,0,0,0,0,0,0,3,0,16,4,1
AAA,2013J,388885,0,0,0,86,0,58,0,0,116,0,0,0,0,0,0,5,0,12,3,1
AAA,2013J,390890,0,0,0,72,0,101,0,0,137,0,0,0,0,0,0,4,0,41,15,0
AAA,2013J,392756,0,0,0,21,0,62,0,0,83,0,0,0,0,0,0,3,0,6,1,0
AAA,2013J,392931,7,0,0,192,0,166,0,0,287,0,0,0,0,0,0,1,0,66,14,1
AAA,2013J,393207,0,0,0,37,0,69,0,2,162,0,0,0,0,0,0,6,0,60,2,1
AAA,2013J,396872,0,0,0,19,0,102,0,0,257,0,0,0,0,0,0,3,0,36,2,1
AAA,2013J,398552,3,0,0,49,0,172,0,0,312,0,0,0,0,0,0,9,0,66,3,0
AAA,2013J,401869,0,0,0,78,2,125,0,0,212,0,0,0,0,0,0,5,0,58,31,1
AAA,2013J,402470,0,0,0,48,0,192,0,0,575,0,0,0,0,0,0,0,0,42,32,1
AAA,2013J,404804,0,0,0,9,0,46,0,0,160,0,0,0,0,0,0,2,0,55,4,1
AAA,2013J,405088,0,0,0,131,0,112,0,0,36,0,0,0,0,0,0,2,0,26,13,1
AAA,2013J,414117,0,0,0,14,0,63,0,0,217,0,0,0,0,0,0,0,0,17,1,1
AAA,2013J,415969,0,0,0,223,0,153,0,4,336,0,0,0,0,0,0,14,0,60,19,0
AAA,2013J,420087,0,0,0,55,1,43,0,1,103,0,0,0,0,0,0,4,0,31,3,0
AAA,2013J,429958,0,0,0,27,0,25,0,0,55,0,0,0,0,0,0,2,0,13,1,1
AAA,2013J,441018,0,0,0,99,0,31,0,0,26,0,0,0,0,0,0,0,0,5,0,1
AAA,2013J,441888,0,0,0,41,0,56,0,0,83,0,0,0,0,0,0,3,0,25,4,1
AAA,2013J,442442,0,0,0,274,0,152,0,0,299,0,0,0,0,0,0,1,0,41,19,0
AAA,2013J,444677,9,0,0,35,0,131,0,0,339,0,0,0,0,0,0,0,0,39,18,1
AAA,2013J,470588,0,0,0,32,0,56,0,0,239,0,0,0,0,0,0,1,0,20,5,0
AAA,2013J,489455,0,0,0,156,0,163,0,0,315,0,0,0,0,0,0,6,0,76,32,1
AAA,2013J,494424,0,0,0,12,0,8,0,0,17,0,0,0,0,0,0,0,0,6,0,0
AAA,2013J,495284,0,0,0,57,0,117,0,0,377,0,0,0,0,0,0,2,0,16,4,1
AAA,2013J,498857,0,0,0,9,0,144,0,1,309,0,0,0,0,0,0,3,0,40,2,1
AAA,2013J,508818,0,0,0,296,0,113,0,0,228,0,0,0,0,0,0,2,0,30,0,1
AAA,2013J,512460,0,0,0,29,0,63,0,0,124,0,0,0,0,0,0,5,0,39,3,1
AAA,2013J,544103,0,0,0,217,0,267,0,4,465,0,0,0,0,0,0,0,0,104,55,1
AAA,2013J,550383,0,0,0,53,0,98,0,1,353,0,0,0,0,0,0,1,0,40,3,1
AAA,2013J,564450,0,0,0,0,0,9,0,0,35,0,0,0,0,0,0,0,0,14,1,0
AAA,2013J,568601,0,0,0,1,0,30,0,0,308,0,0,0,0,0,0,2,0,21,9,0
AAA,2013J,572652,0,0,0,3,0,55,0,0,190,0,0,0,0,0,0,5,0,16,2,1
AAA,2013J,580389,0,0,0,152,0,226,0,0,325,0,0,0,0,0,0,2,0,30,1,1
AAA,2013J,581129,0,0,0,10,0,23,0,0,61,0,0,0,0,0,0,0,0,11,0,0
AAA,2013J,588775,0,0,0,1230,2,461,0,1,757,0,0,0,0,0,0,2,0,66,5,1
AAA,2013J,591774,0,0,0,133,0,68,0,0,99,0,0,0,0,0,0,1,0,10,1,1
AAA,2013J,603861,0,0,0,7,0,68,0,0,283,0,0,0,0,0,0,2,0,19,1,0
AAA,2013J,606143,0,0,0,58,0,60,0,0,170,0,0,0,0,0,0,0,0,20,2,0
AAA,2013J,704156,0,0,0,260,0,218,0,0,687,0,0,0,0,0,0,15,0,83,39,1
AAA,2013J,705379,6,0,0,193,0,308,0,0,716,0,0,0,0,0,0,8,0,85,30,1
AAA,2013J,721259,0,0,0,495,3,61,0,3,146,0,0,0,0,0,0,2,0,32,20,0
AAA,2013J,749412,2,0,0,927,0,481,0,0,219,0,0,0,0,0,0,0,0,99,39,1
AAA,2013J,760729,3,0,0,1081,0,805,0,0,754,0,0,0,0,0,0,3,0,223,113,1
AAA,2013J,905042,1,0,0,194,0,257,0,1,408,0,0,0,0,0,0,7,0,110,63,1
AAA,2013J,949618,0,0,0,354,0,112,0,0,53,0,0,0,0,0,0,0,0,8,8,1
AAA,2013J,958987,0,0,0,2,0,95,0,0,209,0,0,0,0,0,0,0,0,41,18,1
AAA,2013J,968578,0,0,0,65,0,45,0,1,153,0,0,0,0,0,0,0,0,13,1,1
AAA,2013J,969076,0,0,0,723,0,309,0,1,277,0,0,0,0,0,0,4,0,19,1,0
AAA,2013J,971027,3,0,0,269,0,205,0,1,418,0,0,0,0,0,0,8,0,88,50,1
AAA,2013J,978739,1,0,0,1216,15,600,0,4,591,0,0,0,0,0,0,61,0,141,85,1
AAA,2013J,1035023,3,0,0,70,0,155,0,0,447,0,0,0,0,0,0,2,0,14,0,1
AAA,2013J,1105478,0,0,0,224,0,192,0,6,356,0,0,0,0,0,0,5,0,100,12,1
AAA,2013J,1352868,0,0,0,70,0,86,0,0,305,0,0,0,0,0,0,1,0,39,4,0
AAA,2013J,1401935,0,0,0,90,0,25,0,0,40,0,0,0,0,0,0,2,0,7,0,0
AAA,2013J,1402638,0,0,0,56,0,91,0,0,273,0,0,0,0,0,0,1,0,11,1,1
AAA,2013J,1414443,8,0,0,133,7,248,0,1,613,0,0,0,0,0,0,14,0,76,45,0
AAA,2013J,1456619,0,0,0,147,0,49,0,3,89,0,0,0,0,0,0,5,0,19,5,0
AAA,2013J,1465690,0,0,0,408,0,299,0,1,468,0,0,0,0,0,0,5,0,53,38,1
AAA,2013J,1472925,0,0,0,110,3,108,0,0,90,0,0,0,0,0,0,4,0,29,10,0
AAA,2013J,1488959,4,0,0,367,0,215,0,2,759,0,0,0,0,0,0,2,0,76,32,1
AAA,2013J,1518989,0,0,0,978,0,269,0,1,579,0,0,0,0,0,0,6,0,57,39,1
AAA,2013J,1618738,0,0,0,117,0,71,0,0,323,0,0,0,0,0,0,6,0,31,1,1
AAA,2013J,1620151,0,0,0,116,8,132,0,12,364,0,0,0,0,0,0,6,0,40,1,0
AAA,2013J,1626710,0,0,0,1339,0,372,0,0,457,0,0,0,0,0,0,33,0,76,49,1
AAA,2013J,1640609,0,0,0,1090,3,392,0,0,413,0,0,0,0,0,0,0,0,44,25,1
AAA,2013J,1686521,0,0,0,68,0,129,0,0,189,0,0,0,0,0,0,9,0,68,32,0
AAA,2013J,1729319,0,0,0,191,0,181,0,0,282,0,0,0,0,0,0,3,0,60,44,1
AAA,2013J,1746134,0,0,0,119,3,113,0,0,547,0,0,0,0,0,0,18,0,117,24,1
AAA,2013J,1758449,1,0,0,1003,0,303,0,1,589,0,0,0,0,0,0,9,0,51,36,0
AAA,2013J,1765788,0,0,0,855,0,519,0,0,1545,0,0,0,0,0,0,22,0,67,21,1
AAA,2013J,1801229,1,0,0,171,0,109,0,0,316,0,0,0,0,0,0,3,0,24,7,1
AAA,2013J,1801641,0,0,0,6,0,44,0,0,164,0,0,0,0,0,0,5,0,31,5,1
AAA,2013J,1847830,0,0,0,1065,0,396,0,1,387,0,0,0,0,0,0,8,0,92,23,1
AAA,2013J,1860318,0,0,0,804,0,327,0,3,371,0,0,0,0,0,0,0,0,31,3,1
AAA,2013J,1889511,0,0,0,339,0,151,0,0,230,0,0,0,0,0,0,2,0,29,7,1
AAA,2013J,1889577,0,0,0,55,0,96,0,1,242,0,0,0,0,0,0,3,0,49,20,1
AAA,2013J,1894188,0,0,0,64,0,176,0,0,589,0,0,0,0,0,0,9,0,52,10,1
AAA,2013J,1938355,0,0,0,189,0,209,0,0,296,0,0,0,0,0,0,0,0,26,19,1
AAA,2013J,1942396,0,0,0,71,0,68,0,0,74,0,0,0,0,0,0,0,0,15,4,1
AAA,2013J,1970390,1,0,0,2275,0,1623,0,1,798,0,0,0,0,0,0,9,0,230,150,0
AAA,2013J,1976139,1,0,0,3,0,47,0,0,127,0,0,0,0,0,0,5,0,40,4,1
AAA,2013J,2011876,0,0,0,48,1,99,0,1,140,0,0,0,0,0,0,4,0,59,28,1
AAA,2013J,2012966,0,0,0,78,0,75,0,0,155,0,0,0,0,0,0,4,0,16,2,1
AAA,2013J,2051699,0,0,0,117,0,264,0,1,517,0,0,0,0,0,0,24,0,113,15,1
AAA,2013J,2062879,0,0,0,249,0,179,0,0,390,0,0,0,0,0,0,0,0,60,32,0
